player,salary,adj_salary,year_start,year_end,date,inflation_rate_percent,multiplier,adj_salary_audit,audit_delta
Elmore Spencer,2050000.0,3296842.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3305338.3989699446,8496.398969944566
Tracy Murray,2040000.0,3280760.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3289214.79702375,8454.79702374991
Doug Christie,2012767.0,3236963.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3245305.3918436775,8342.391843677498
Anthony Peeler,2012500.0,3236534.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3244874.891671714,8340.891671713907
Travis Knight,2000000.0,3216431.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3224720.3892389704,8289.389238970354
Eddie Jones,2000000.0,3216431.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3224720.3892389704,8289.389238970354
Elliot Perry,2000000.0,3216431.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3224720.3892389704,8289.389238970354
Terry Porter,2000000.0,3216431.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3224720.3892389704,8289.389238970354
Will Perdue,1987500.0,3196328.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3204565.886806227,8237.886806226801
Tony Battie,1946880.0,3131003.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3139071.8157007834,8068.815700783394
Brent Price,1920000.0,3087774.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3095731.5736694117,7957.573669411708
Dale Ellis,1920000.0,3087774.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3095731.5736694117,7957.573669411708
Michael Smith,1920000.0,3087774.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3095731.5736694117,7957.573669411708
Bryant Reeves,1915680.0,3080826.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3088766.1776286555,7940.177628655452
Nick Van Exel,1900000.0,3055610.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3063484.369777022,7874.36977702193
Carlos Rogers,1900000.0,3055610.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3063484.369777022,7874.36977702193
Gheorghe Muresan,1887500.0,3035507.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3043329.8673442784,7822.867344278377
Popeye Jones,1886538.0,3033960.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3041778.776837054,7818.776837054174
Antoine Walker,1864080.0,2997842.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,3005568.39158629,7726.391586290207
Jalen Rose,1852500.0,2979219.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2986897.260532596,7678.260532596149
Khalid Reeves,1852000.0,2978415.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2986091.0804352867,7676.080435286742
Carl Herrera,1820000.0,2926952.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2934495.5542074633,7543.554207463283
David Wesley,1800000.0,2894788.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2902248.3503150735,7460.350315073505
Muggsy Bogues,1800000.0,2894788.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2902248.3503150735,7460.350315073505
Bill Wennington,1800000.0,2894788.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2902248.3503150735,7460.350315073505
Dean Garrett,1800000.0,2894788.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2902248.3503150735,7460.350315073505
Kevin Willis,1800000.0,2894788.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2902248.3503150735,7460.350315073505
Ron Mercer,1768320.0,2843840.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2851168.7793495283,7328.779349528253
Lindsey Hunter,1750000.0,2814377.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2821630.3405840993,7253.340584099293
Damon Stoudamire,1748760.0,2812383.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2819631.013942771,7248.013942771126
Lorenzen Wright,1701720.0,2736733.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2743785.5903878706,7052.590387870558
Bimbo Coles,1700000.0,2733966.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2741012.330853125,7046.3308531250805
Tim Thomas,1614240.0,2596046.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2602736.320562558,6690.320562557783
Shawn Respert,1602120.0,2576554.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2583194.5150037697,6640.5150037696585
Erick Strickland,1600000.0,2573145.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2579776.311391176,6631.31139117619
Antoine Carr,1600000.0,2573145.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2579776.311391176,6631.31139117619
Eric Piatkowski,1587500.0,2553042.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2559621.8089584326,6579.808958432637
Derek Harper,1560000.0,2508816.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2515281.903606397,6465.9036063971
Kerry Kittles,1559040.0,2507272.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2513734.037819562,6462.037819562014
Yinka Dare,1552500.0,2496755.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2503189.202146751,6434.202146750875
Greg Graham,1540000.0,2476652.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2483034.6997140073,6382.699714007322
Eric Montross,1520000.0,2444488.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2450787.4958216175,6299.495821617544
James Robinson,1500000.0,2412323.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2418540.2919292278,6217.291929227766
Adonal Foyle,1495000.0,2404282.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2410478.4909561304,6196.490956130438
Erick Dampier,1478880.0,2378358.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2384487.2446188643,6129.244618864264
Ed O'Bannon,1472640.0,2368322.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2374426.117004439,6104.117004438769
Tree Rollins,1470000.0,2364077.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2370169.4860906433,6092.486090643331
Terrell Brandon,1469440.0,2363176.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2369266.5643816562,6090.564381656237
Lucious Harris,1440000.0,2315830.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2321798.680252059,5968.680252058897
Sean Rooks,1440000.0,2315830.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2321798.680252059,5968.680252058897
Samaki Walker,1433040.0,2304637.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2310576.653297507,5939.653297507204
Buck Williams,1431000.0,2301356.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2307287.4385004835,5931.43850048352
Scott Burrell,1430000.0,2299748.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2305675.078305864,5927.078305863775
Corie Blount,1430000.0,2299748.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2305675.078305864,5927.078305863775
Doug Edwards,1430000.0,2299748.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2305675.078305864,5927.078305863775
Acie Earl,1430000.0,2299748.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2305675.078305864,5927.078305863775
Rex Walters,1430000.0,2299748.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2305675.078305864,5927.078305863775
Kevin Gamble,1420250.0,2284068.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2289954.566408324,5886.566408324055
Matt Geiger,1402000.0,2254718.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2260528.9928565184,5810.992856518365
Sam Mitchell,1400000.0,2251502.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2257304.2724672793,5802.272467279341
Kurt Thomas,1398960.0,2249829.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2255627.417864875,5798.417864874937
Tracy McGrady,1359360.0,2186144.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2191777.9541579434,5633.954157943372
Bill Curley,1333800.0,2145038.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2150566.027583469,5528.027583469171
Tony Dumas,1330000.0,2138927.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2144439.0588439154,5512.058843915351
Gary Trent,1329009.0,2137333.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2142841.2098910473,5508.209891047329
Johnny Newman,1325000.0,2130885.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2136377.257870818,5492.257870818023
Lee Mayberry,1320000.0,2122844.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2128315.4568977207,5471.4568977206945
Todd Fuller,1293240.0,2079809.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2085168.698089703,5359.698089702986
Danny Fortson,1291440.0,2076914.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2082266.449739388,5352.449739387957
Cherokee Parks,1262640.0,2030597.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2035830.4761343468,5233.476134346798
Randy Brown,1260000.0,2026351.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2031573.8452205514,5222.84522055136
Haywoode Workman,1260000.0,2026351.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,2031573.8452205514,5222.84522055136
Howard Eisley,1240000.0,1994187.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1999326.6413281616,5139.641328161582
Aaron McKie,1235000.0,1986146.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1991264.8403550643,5118.840355064254
Dickey Simpkins,1235000.0,1986146.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1991264.8403550643,5118.840355064254
Duane Ferrell,1235000.0,1986146.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1991264.8403550643,5118.840355064254
Monty Williams,1235000.0,1986146.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1991264.8403550643,5118.840355064254
Vitaly Potapenko,1228560.0,1975789.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1980881.2407017148,5092.240701714763
Tariq Abdul-Wahad,1226880.0,1973087.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1978172.475574754,5085.475574753946
Duane Causwell,1211705.0,1948683.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1953704.9096214033,5021.90962140332
Andrew DeClercq,1200000.0,1929859.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1934832.2335433823,4973.233543382259
Keith Closs,1200000.0,1929859.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1934832.2335433823,4973.233543382259
B.J. Tyler,1200000.0,1929859.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1934832.2335433823,4973.233543382259
Shandon Anderson,1200000.0,1929859.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1934832.2335433823,4973.233543382259
Chris Whitney,1200000.0,1929859.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1934832.2335433823,4973.233543382259
Corliss Williamson,1199520.0,1929087.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1934058.300649965,4971.300649964949
Eric Mobley,1178000.0,1894478.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1899360.3092617537,4882.3092617536895
Kobe Bryant,1167240.0,1877173.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1882011.313567648,4838.313567647943
Austin Croshere,1165440.0,1874279.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1879109.065217333,4830.0652173329145
Robert Parish,1150000.0,1849448.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1854214.223812408,4766.223812408047
Malik Sealy,1150000.0,1849448.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1854214.223812408,4766.223812408047
Eric Williams,1139520.0,1832594.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1837316.6889727958,4722.688972795848
Chris Dudley,1135000.0,1825324.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1830028.8208931156,4704.820893115597
Lorenzo Williams,1128000.0,1814067.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1818742.2995307792,4675.299530779244
Derek Anderson,1107240.0,1780680.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1785269.7018904788,4589.701890478842
Tim Legler,1105000.0,1777078.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1781658.0150545312,4580.015054531163
Brent Barry,1082520.0,1740925.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1745412.157879485,4487.15787948505
Charlie Ward,1054500.0,1695863.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1700233.825226247,4370.825226247078
Steve Nash,1053360.0,1694030.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1698395.734604381,4365.734604381025
Maurice Taylor,1051800.0,1691521.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1695880.4527007747,4359.452700774651
Alan Henderson,1028400.0,1653889.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1658151.2241466786,4262.224146678578
Clifford Rozier,1022250.0,1643997.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1648235.2089497687,4238.208949768683
Tony Delk,1000680.0,1609309.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1613456.5995518265,4147.599551826483
Henry James,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Don Reid,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Rick Fox,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Terry Mills,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Bo Outlaw,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Terry Cummings,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Clifford Robinson,1000000.0,1608215.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1612360.1946194852,4145.194619485177
Kelvin Cato,999240.0,1606993.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1611134.8008715743,4141.80087157432
Bob Sura,976920.0,1571098.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1575146.9213276675,4048.9213276675437
Tom Hammonds,970000.0,1559969.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1563989.3887809007,4020.388780900743
Jermaine O'Neal,950640.0,1528834.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1532774.0954130674,3940.095413067378
Zan Tabak,950000.0,1527805.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1531742.184888511,3937.184888510965
Brevin Knight,949320.0,1526711.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1530645.7799561697,3934.7799561696593
Theo Ratliff,928080.0,1492552.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1496399.249422452,3847.249422451947
John Wallace,903120.0,1452411.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1456154.7389647495,3743.7389647495
Mario Bennett,902500.0,1451413.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1455155.0756440854,3742.0756440854166
Johnny Taylor,901880.0,1450417.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1454155.4123234213,3738.412323421333
Chris Carr,900000.0,1447394.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1451124.1751575368,3730.1751575367525
Terry Dehere,886125.0,1425079.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1428752.6774571913,3673.677457191283
Walter McCarty,862560.0,1387182.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1390757.409470983,3575.4094709830824
Jason Caffey,850920.0,1368463.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1371989.5368056123,3526.536805612268
Zydrunas Ilgauskas,828000.0,1331602.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1335034.2411449337,3432.241144933738
Scot Pollard,818160.0,1315777.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1319168.616829878,3391.616829877952
Michael Finley,816840.0,1313655.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1317040.3013729802,3385.3013729802333
Dontae' Jones,794880.0,1278338.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1281632.8714991363,3294.871499136323
Paul Grant,785400.0,1263092.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1266347.6968541436,3255.6968541436363
George Zidek,784200.0,1261162.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1264412.8646206004,3250.8646206003614
Herb Williams,766667.0,1232966.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1236143.353328337,3177.3533283369616
Roy Rogers,763080.0,1227197.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1230359.8173102369,3162.81731023686
Randolph Childress,760000.0,1222244.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1225393.7479108088,3149.747910808772
Anthony Parker,754080.0,1212723.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1215848.5755586615,3125.5755586614832
Travis Best,752000.0,1209378.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1212494.866353853,3116.866353852907
Steve Kerr,750000.0,1206161.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1209270.1459646139,3109.145964613883
Tony Massenburg,750000.0,1206161.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1209270.1459646139,3109.145964613883
Keith Askins,750000.0,1206161.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1209270.1459646139,3109.145964613883
Ed Gray,723840.0,1164090.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1167090.8032733682,3000.803273368161
Loren Meyer,722760.0,1162354.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1165349.454263179,2995.4542631790973
Chris Anstey,713900.0,1148105.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1151063.9429388505,2958.942938850494
Eric Snow,706300.0,1135882.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1138810.0054597424,2928.0054597423878
Derek Fisher,703200.0,1130897.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1133811.688856422,2914.68885642197
Pete Chilcutt,700000.0,1125751.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1128652.1362336397,2901.1362336396705
Bobby Jackson,694920.0,1117581.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1120461.3464449726,2880.346444972558
David Vaughn,693840.0,1115844.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1118719.9974347837,2875.997434783727
Danny Schayes,690000.0,1109668.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1112528.5342874448,2860.5342874447815
Martin Muursepp,675120.0,1085738.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1088536.6145915068,2798.6145915067755
Sherell Ford,670800.0,1078791.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1081571.2185507508,2780.218550750753
Jerome Williams,652800.0,1049843.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1052548.7350476,2705.7350475999992
J.R. Reid,650000.0,1045340.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1048034.1265026653,2694.126502665342
Mark West,650000.0,1045340.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1048034.1265026653,2694.126502665342
Greg Ostertag,647400.0,1041158.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1043841.9899966547,2683.98999665468
John Thomas,640440.0,1029965.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1032619.9630421031,2654.9630421031034
Priest Lauderdale,630000.0,1013175.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1015786.9226102757,2611.92261027568
Eddie Johnson,626700.0,1007868.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,1010466.1339680314,2598.133968031383
David Benoit,609096.0,979557.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,982082.1451019499,2525.145101949922
Brian Evans,607545.0,977063.0,1997,1998,1997-12-31,1.023377,1.6123601946194852,979581.3744400952,2518.3744400951546
